id,gender,age,edu,hs1,hs2,hs3,hs4,hs5,hs6,bs1,bs2,bs3,bs4,bs5,bs6,gpg1,gpg2,gpg3,gpg4
695,1,21,2,5,5,4,3,3,5,4,5,3,3,4,3,4,3,3,3
696,1,49,1,5,5,6,5,5,5,4,4,4,4,5,5,5,5,4,4
697,2,28,3,4,4,4,2,3,4,3,3,4,3,4,4,4,2,1,3
698,2,25,4,5,4,6,4,4,3,4,4,5,3,4,6,2,2,1,2
699,1,35,4,3,4,3,3,4,4,5,4,6,5,4,5,3,1,2,2
700,2,24,2,2,2,2,2,4,4,3,3,2,3,3,3,3,3,3,3
701,1,39,3,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,4
702,2,20,4,4,2,3,3,2,3,5,5,4,4,5,4,3,3,4,1
703,2,35,4,1,2,1,3,2,2,3,3,3,3,4,3,3,4,3,4
704,2,18,4,3,1,2,3,5,2,4,2,3,3,4,3,3,2,3,2
705,1,25,3,4,4,2,3,2,2,3,3,3,2,1,3,1,1,1,1
706,1,20,2,6,4,4,3,6,5,4,3,4,3,5,4,4,3,3,4
707,2,24,2,3,3,5,2,3,2,2,2,4,4,3,4,2,2,3,2
708,1,34,4,4,4,5,3,4,5,4,4,5,3,4,3,3,4,4,3
709,1,20,4,3,4,4,3,4,4,4,3,4,5,4,3,3,5,4,4
710,1,33,3,3,3,4,4,3,3,3,2,3,3,4,1,2,2,3,3
711,1,18,2,4,3,3,4,3,3,4,4,4,5,3,4,4,4,2,3
712,1,29,5,3,5,4,2,2,3,4,4,3,2,4,4,3,2,2,2
713,1,34,4,3,3,4,4,4,3,3,5,4,4,5,3,4,4,3,1
714,2,30,4,3,3,3,3,4,3,3,4,2,3,3,4,3,2,3,3
715,1,31,4,4,3,3,4,4,5,3,5,4,4,4,5,4,2,4,3
716,2,22,4,3,3,3,4,4,4,1,1,2,2,2,4,1,2,1,1
717,1,36,4,3,3,2,3,2,2,3,2,4,5,3,2,2,3,3,2
718,2,18,2,2,1,1,3,3,3,4,4,3,5,4,4,4,4,3,4
719,2,32,2,3,5,3,3,4,4,4,5,4,4,4,6,3,4,3,3
720,2,34,2,4,3,3,4,3,3,4,4,4,4,4,4,2,4,3,2
721,2,32,4,2,2,3,1,3,2,2,4,3,3,4,3,2,2,3,1
722,2,28,3,1,1,2,1,1,2,3,2,3,1,2,2,1,1,1,1
723,2,22,4,4,5,4,3,4,3,4,5,4,4,3,4,3,4,4,3
724,2,19,5,4,4,3,4,4,3,3,2,2,2,2,4,2,3,1,3
725,1,32,4,4,3,3,3,4,2,4,2,3,2,3,2,2,2,3,2
726,1,26,2,5,6,5,4,4,5,4,4,3,5,5,4,3,3,4,4
727,1,25,3,5,4,3,5,4,5,4,5,4,5,5,5,4,5,3,4
728,2,35,3,2,3,2,3,3,2,3,4,3,3,5,2,3,2,1,1
729,1,31,2,5,3,3,4,4,3,5,3,4,4,4,5,3,5,4,4
730,2,31,4,3,4,2,4,4,5,4,4,3,5,5,3,4,4,4,4
731,2,27,2,3,4,2,3,3,3,3,3,3,5,5,4,1,3,2,3
732,2,36,1,3,2,2,2,2,1,4,4,3,2,3,3,3,2,2,1
733,1,32,4,5,5,6,5,5,6,3,3,3,5,5,4,2,3,4,2
734,1,18,2,4,4,5,3,4,5,3,5,5,2,3,4,1,2,2,2
735,1,20,4,2,4,3,4,4,4,2,2,2,2,2,3,4,3,4,3
736,1,22,5,5,6,4,6,5,4,4,4,4,5,4,4,5,3,4,4
737,1,35,4,3,4,5,4,4,4,4,4,5,4,4,4,3,5,3,3
738,1,29,2,4,5,4,4,4,4,5,4,5,4,5,4,5,4,3,4
739,2,20,4,4,2,3,2,4,3,3,4,4,5,5,4,3,4,3,2
740,2,27,5,3,3,3,3,4,3,4,3,3,4,3,5,3,3,3,5
741,2,21,4,2,2,2,2,2,3,2,3,2,3,3,5,3,2,3,2
742,2,28,2,2,3,1,2,3,2,4,5,3,5,5,4,3,2,2,2
743,2,32,4,2,4,3,4,2,4,3,4,1,1,3,3,2,3,3,2
744,1,43,1,3,5,4,3,5,4,5,4,4,4,4,4,4,3,3,3
745,1,28,2,4,4,5,4,5,5,2,2,4,3,3,2,3,4,3,3
746,2,29,4,4,4,2,4,2,4,4,5,5,5,5,4,2,3,2,2
747,1,21,4,4,4,5,6,4,5,3,4,4,4,5,4,3,3,3,3
748,1,24,4,5,5,4,5,5,4,5,5,4,5,4,5,6,4,4,3
749,2,20,3,3,3,3,3,2,3,4,4,5,4,3,3,4,4,4,4
750,2,23,3,3,2,2,2,2,4,3,4,3,4,3,3,3,2,2,2
751,1,26,2,2,4,4,3,5,3,3,5,4,5,4,6,4,3,2,2
752,2,27,2,3,4,5,2,3,3,5,4,3,5,3,3,5,3,3,3
753,1,41,3,5,4,5,5,4,4,6,4,5,5,4,5,5,3,4,3
754,2,28,4,2,2,4,3,3,3,3,2,3,3,4,3,3,2,3,2
755,1,31,4,4,3,3,4,4,3,4,4,6,5,5,4,3,4,4,1
756,2,24,2,2,2,2,3,1,1,4,3,2,4,3,3,4,3,2,3
757,1,27,2,6,4,3,3,5,4,4,4,4,6,5,4,5,5,4,4
758,1,33,2,4,5,4,4,5,5,4,4,5,4,3,4,4,3,3,3
759,2,29,4,3,4,4,4,4,4,4,2,4,4,4,5,3,3,2,3
760,1,45,2,3,4,3,3,4,5,4,5,5,4,4,4,4,4,4,4
761,1,46,1,4,6,5,4,3,4,3,5,5,4,5,4,4,3,3,3
762,2,20,2,3,4,4,3,2,3,3,2,3,2,3,2,3,2,3,2
763,1,30,1,2,4,3,4,3,2,3,3,3,3,3,3,4,3,3,3
764,1,33,4,3,3,5,5,3,5,3,5,3,5,4,5,4,4,4,4
765,2,38,4,3,3,4,4,2,5,5,4,3,4,5,4,4,3,2,3
766,1,37,4,5,3,4,6,4,3,5,4,5,4,5,5,4,3,4,4
767,1,20,2,2,4,3,5,3,3,5,3,6,3,4,4,3,4,3,3
768,1,22,4,5,3,5,4,4,3,3,3,2,4,3,3,3,4,3,3
769,1,38,4,3,3,2,3,3,4,5,4,4,4,4,3,2,2,1,2
770,2,26,2,3,3,2,2,3,2,3,4,2,3,4,4,2,1,2,2
771,1,29,4,5,4,5,5,4,5,5,6,6,5,4,5,3,4,4,3
772,1,30,4,4,4,2,4,3,3,3,3,4,3,4,4,4,4,2,2
773,2,18,2,3,2,3,2,2,3,3,4,3,2,3,3,2,3,3,3
774,2,24,3,3,3,3,3,3,4,4,4,3,3,3,5,3,3,4,4
775,2,29,4,4,4,4,5,5,4,5,5,3,5,3,4,6,4,6,5
776,1,37,4,3,2,4,3,3,3,4,3,4,3,3,3,2,2,3,2
777,2,20,4,3,4,3,4,4,3,3,2,4,2,2,3,1,2,2,3
778,2,18,3,3,4,4,4,3,4,4,4,6,5,4,4,2,2,2,3
779,2,28,3,3,2,4,4,4,4,2,3,3,2,1,2,3,2,2,3
780,2,29,4,3,3,3,4,4,3,5,4,4,4,5,5,3,2,3,3
781,1,18,1,3,3,5,4,3,3,4,3,4,5,4,4,2,2,3,2
782,1,18,2,4,3,4,4,3,4,2,4,4,4,4,3,3,2,2,3
783,1,27,4,4,3,3,5,5,3,3,3,4,4,3,4,4,2,2,3
784,2,38,3,3,3,4,5,4,4,2,3,2,3,2,3,2,3,2,3
785,2,28,5,1,1,2,3,1,2,1,1,3,3,2,2,3,3,1,2
786,1,29,1,3,5,3,3,2,4,3,4,5,5,4,3,5,4,5,4
787,2,18,4,4,3,4,2,4,3,4,6,5,3,6,5,3,3,4,3
788,2,28,2,4,3,4,4,4,5,5,5,6,6,5,6,4,4,4,4
789,2,30,2,4,4,2,2,3,5,4,4,3,3,5,4,3,5,2,3
790,2,18,3,3,4,4,4,3,3,4,4,4,4,4,5,2,3,3,4
791,2,31,2,3,3,3,4,4,2,3,5,5,4,3,3,4,3,2,2
792,2,28,1,4,3,1,3,3,2,3,4,2,4,4,4,3,3,4,3
793,1,18,3,5,5,5,5,4,4,3,3,4,4,3,4,3,3,3,4
794,2,28,4,4,2,4,4,3,4,1,2,3,3,3,4,4,3,3,2
795,1,40,5,3,4,3,4,4,4,4,5,4,4,4,4,3,4,3,4
796,1,26,4,4,4,6,3,4,5,5,3,3,4,3,5,3,4,4,3
797,2,30,2,3,4,5,4,4,4,5,4,4,5,6,6,3,4,4,3
798,1,18,1,3,4,4,4,3,3,3,5,4,3,4,5,3,4,3,3
799,1,31,3,2,2,2,3,4,3,3,3,3,3,4,2,2,3,2,2
800,2,39,2,3,4,4,3,2,3,4,3,2,2,4,2,3,2,3,4
801,1,40,2,2,1,1,3,2,2,4,3,3,3,2,1,2,2,2,3
802,1,35,4,4,4,5,5,4,4,4,5,5,3,5,3,3,3,3,3
803,1,18,2,3,5,5,5,4,5,4,4,5,4,5,4,5,3,3,3
804,2,27,2,4,3,4,3,4,4,4,4,4,5,6,4,4,4,3,2
805,2,24,4,3,1,2,4,4,2,5,4,3,4,2,1,3,2,1,3
806,1,18,3,3,3,3,2,2,2,5,4,4,4,4,4,3,2,3,3
807,1,30,4,4,6,5,4,4,5,5,4,6,6,6,4,3,4,4,3
808,2,36,3,3,3,3,3,3,3,4,3,4,5,4,4,3,3,2,3
809,1,26,4,4,4,2,5,3,5,4,5,4,4,4,5,4,4,4,4
810,2,28,3,3,2,3,2,3,2,4,3,4,3,2,3,2,3,3,2
811,2,29,4,4,5,3,4,4,5,2,3,3,4,4,4,4,3,2,3
812,2,29,5,3,4,4,3,4,4,6,5,5,4,5,5,3,3,2,4
813,2,24,2,4,4,4,3,4,3,5,3,2,2,4,2,1,2,1,1
814,1,25,4,2,3,2,3,3,2,3,2,5,2,2,3,3,2,2,3
815,1,33,4,4,4,4,3,5,4,4,4,4,4,4,5,3,3,3,5
816,2,28,3,2,1,2,2,2,2,5,3,2,3,3,3,3,4,1,3
817,1,40,4,2,2,2,2,4,2,5,3,5,3,4,3,3,2,3,3
818,1,18,2,2,2,1,1,2,1,2,1,2,1,1,1,1,3,2,3
819,1,31,4,4,3,3,4,3,4,3,3,4,2,4,4,2,3,4,3
820,2,37,2,5,5,4,3,4,5,5,4,3,6,4,5,4,2,3,3
821,1,34,2,4,3,4,4,3,3,4,4,3,3,3,4,3,2,4,2
822,2,31,4,1,3,1,3,2,3,3,2,1,1,2,1,2,2,3,2
823,2,25,3,2,4,2,2,3,3,3,5,3,4,3,4,3,3,4,4
824,1,34,2,4,3,4,4,3,3,4,4,4,5,4,4,4,3,3,3
825,2,18,4,3,3,2,2,3,4,6,6,5,6,6,6,2,2,2,4
826,2,18,4,2,3,4,4,3,2,3,4,3,4,3,3,4,3,3,3
827,1,27,2,3,4,4,4,4,3,5,4,5,4,4,3,4,2,3,3
828,2,23,3,5,3,4,3,4,3,5,5,5,5,6,6,4,3,3,2
829,1,39,1,3,4,4,5,5,5,4,4,4,4,3,3,5,4,3,3
830,1,19,4,4,2,4,3,3,4,4,3,3,4,3,3,2,5,4,3
831,2,26,4,3,4,3,4,4,5,5,3,3,5,5,5,3,4,5,4
832,1,35,4,3,5,3,5,4,4,5,5,3,5,5,4,3,4,4,4
833,2,24,4,2,3,2,3,4,3,5,3,4,4,3,1,2,2,2,2
834,2,23,4,2,2,3,1,3,1,3,3,3,3,3,3,2,3,2,1
835,1,34,1,5,4,5,6,5,5,5,6,6,4,5,5,6,5,5,5
836,1,30,2,3,3,3,3,3,4,3,4,4,4,4,3,4,3,4,4
837,2,34,4,4,3,3,4,4,4,5,5,5,4,3,4,3,3,3,4
838,1,27,4,4,2,1,3,3,3,4,5,5,5,4,5,4,2,4,2
839,2,26,5,3,3,4,4,4,4,4,4,5,5,6,5,5,4,3,2
840,1,21,4,5,5,4,5,4,5,5,5,5,5,5,4,5,4,5,4
841,2,19,4,3,2,2,3,3,2,5,5,3,3,4,5,3,2,2,3
842,2,40,4,5,4,4,5,4,4,4,5,3,6,6,5,2,4,3,2
843,1,36,4,5,3,4,2,2,4,4,4,6,4,5,3,5,5,4,4
844,2,31,3,3,3,2,3,4,3,3,3,5,2,2,4,2,3,2,4
845,1,29,4,5,5,4,2,4,3,2,3,4,2,3,3,5,3,3,3
846,2,32,4,2,4,4,2,3,2,3,3,3,2,2,4,4,2,3,3
847,2,29,4,2,5,3,4,3,5,3,5,4,5,5,4,4,4,3,3
848,2,36,4,3,3,2,3,4,4,4,3,3,4,4,3,2,3,3,3
849,1,44,1,6,5,5,5,3,4,4,4,3,5,5,3,5,3,4,3
850,1,22,4,4,4,3,4,4,4,3,3,4,4,2,4,5,4,4,2
851,1,24,4,3,5,3,4,3,4,3,3,3,3,3,3,2,4,2,2
852,2,31,4,4,2,3,2,2,2,3,3,3,3,2,3,4,2,3,3
853,2,18,5,4,5,5,3,4,5,4,4,3,5,4,5,4,4,4,1
854,2,36,4,2,3,3,3,4,2,2,3,2,2,3,3,2,2,3,3
855,2,34,5,5,4,4,4,4,4,3,2,1,3,3,4,4,3,3,3
856,2,18,4,2,4,3,3,2,3,4,4,3,4,4,4,2,3,3,1
857,1,18,5,6,5,6,6,6,6,4,5,5,4,4,3,5,5,4,4
858,1,23,1,3,3,3,4,3,4,3,2,4,3,4,3,2,2,2,3
859,2,20,2,3,2,3,4,3,2,3,4,4,4,4,4,3,2,3,3
860,2,24,2,4,3,3,4,2,3,3,4,5,4,3,3,3,4,2,3
861,2,24,4,3,4,3,4,3,2,4,3,3,4,3,2,2,2,2,2
862,1,28,4,3,5,5,4,3,6,4,4,4,4,3,4,4,4,3,2
863,2,25,5,3,3,4,4,2,4,4,4,4,4,4,5,3,4,3,3
864,2,20,2,3,2,4,4,4,6,5,5,4,4,4,5,3,1,2,3
865,2,29,2,3,4,4,3,5,2,5,4,4,4,6,5,4,4,3,3
866,2,30,1,2,2,2,2,3,3,4,3,3,5,3,3,1,1,2,2
867,1,25,1,3,3,2,1,2,3,5,4,4,4,3,4,3,2,2,2
868,2,30,4,3,4,6,4,3,3,4,4,5,4,5,5,2,4,2,3
869,2,23,3,1,2,1,1,1,2,3,3,3,4,4,2,2,1,3,1
870,2,29,2,2,3,2,3,2,3,3,2,2,3,3,2,2,1,3,2
871,1,18,4,4,3,2,3,3,4,3,3,5,2,3,4,3,3,3,2
872,1,32,5,4,5,5,5,5,3,6,5,6,6,6,5,5,6,4,3
873,1,28,4,3,5,4,4,5,2,4,4,4,6,4,5,2,3,3,2
874,1,21,4,5,4,5,6,6,5,6,6,6,5,5,6,4,4,4,3
875,2,34,5,2,4,4,4,5,4,4,5,3,4,4,3,4,2,4,3
876,2,30,4,2,2,2,2,4,3,3,3,2,2,3,4,1,4,3,2
877,1,26,4,5,5,4,4,3,3,3,2,3,3,5,4,3,3,2,2
878,1,22,4,3,2,3,3,3,3,3,3,3,2,4,3,4,4,3,3
879,2,20,2,2,2,3,3,3,3,3,4,4,4,3,3,3,3,2,3
880,2,18,5,3,2,3,2,2,3,5,5,4,6,3,5,3,4,2,4
881,2,23,4,5,5,4,2,5,5,3,4,3,4,5,5,4,3,3,3
882,1,33,2,2,3,3,3,4,4,4,4,6,6,6,4,4,3,4,4
883,1,21,4,4,5,5,4,3,3,4,3,5,3,5,5,4,3,3,3
884,1,43,4,5,5,5,4,5,5,3,5,4,3,4,4,4,3,3,5
885,1,31,2,5,4,5,5,4,5,1,4,3,2,4,3,2,3,2,3
886,2,27,4,2,2,4,4,4,4,4,4,3,6,4,3,3,2,4,2
887,2,27,2,3,1,2,2,3,3,4,3,4,4,4,2,3,3,2,2
888,2,28,4,3,5,5,3,4,4,4,3,4,4,4,4,4,3,5,3
889,2,29,2,3,3,6,3,3,3,4,4,6,5,5,5,3,3,3,4
890,1,34,3,3,2,3,2,2,3,3,3,2,1,2,4,4,2,2,2
891,1,49,2,3,5,5,5,3,5,3,3,4,4,3,4,4,4,4,4
892,1,30,5,2,2,4,3,4,3,5,4,6,5,6,5,5,4,5,4
893,1,30,4,6,6,5,5,5,4,5,4,4,4,4,3,6,4,5,5
894,1,29,4,3,5,3,3,6,4,3,4,3,3,3,4,4,4,3,3
895,2,32,4,5,4,4,3,3,4,3,2,1,3,3,2,3,3,2,2
896,1,40,2,5,5,6,5,4,4,4,4,5,5,4,4,5,5,5,4
897,1,36,2,3,2,3,3,3,3,3,4,3,3,3,3,2,2,2,3
898,1,30,2,2,3,4,4,4,4,4,3,4,4,4,4,4,5,4,5
899,1,19,2,1,3,2,4,4,3,4,3,3,2,3,4,2,3,4,3
900,1,26,2,2,2,3,3,2,3,3,4,4,3,3,2,2,3,2,3
901,1,19,4,3,4,5,4,4,4,5,5,3,3,4,5,3,3,3,2
902,1,29,5,5,4,5,6,5,4,3,2,4,5,3,4,6,5,4,5
903,2,29,4,1,2,1,1,1,1,3,3,2,2,2,1,3,2,2,2
904,2,26,4,3,2,2,3,3,3,2,1,4,2,2,2,2,1,2,2
905,2,22,4,3,4,4,2,5,3,4,5,3,4,2,3,4,3,2,2
906,2,18,5,2,2,2,3,2,2,2,2,2,3,2,2,3,2,1,2
907,1,46,5,5,5,4,4,5,3,5,6,5,5,5,6,6,4,4,5
908,2,18,4,4,5,3,4,4,3,5,5,3,3,3,4,3,2,1,3
909,1,34,4,5,5,5,4,4,4,5,4,5,5,6,6,3,3,4,2
910,2,24,2,2,3,4,2,3,2,4,3,3,4,2,1,2,2,2,1
911,2,21,4,3,3,3,3,3,3,4,1,3,3,2,2,4,3,2,3
912,2,37,2,3,3,5,3,3,3,5,5,6,6,5,5,4,4,4,4
913,1,24,4,4,5,5,4,4,5,6,6,6,4,4,5,4,4,4,4
914,1,27,5,4,6,6,5,2,5,6,4,5,6,6,5,3,3,3,2
915,1,41,2,4,4,3,4,5,3,4,4,4,4,4,4,5,3,4,3
916,2,32,5,5,4,3,3,5,5,3,3,2,3,1,4,3,2,2,2
917,1,26,4,5,5,4,5,4,3,2,5,3,4,2,4,2,2,3,3
918,2,23,2,3,3,3,2,3,3,3,3,3,4,2,3,3,3,2,2
919,1,34,5,4,4,5,3,4,4,5,6,6,4,6,5,3,2,3,3
920,1,18,2,4,2,2,5,2,3,4,4,3,3,3,3,4,2,3,3
921,1,35,4,3,4,4,4,4,4,4,5,4,6,5,3,2,4,3,3
922,2,26,4,3,1,2,3,3,2,3,2,3,4,3,4,2,2,4,3
923,2,36,2,4,4,3,5,5,3,5,4,4,4,4,5,4,3,1,3
924,2,25,4,2,2,2,4,3,4,4,4,3,4,3,4,4,3,3,4
925,1,19,4,5,4,5,5,4,6,5,5,6,5,5,5,3,4,3,2
926,1,33,2,5,5,4,6,4,6,5,5,4,3,4,4,2,3,5,4
927,2,35,3,4,4,4,5,4,6,5,5,4,5,5,5,4,4,4,4
928,2,21,4,1,4,3,3,4,3,5,4,4,5,4,3,3,1,3,2
929,2,37,4,3,3,3,4,2,4,5,4,3,4,4,3,3,2,1,3
930,1,33,4,4,5,4,5,4,3,5,4,3,6,4,5,4,3,4,3
931,2,26,4,4,3,2,5,3,4,4,3,2,3,3,2,2,3,4,3
932,2,26,5,3,5,3,5,4,3,4,4,5,4,3,3,4,4,3,3
933,1,18,4,6,4,5,5,5,4,4,3,5,5,4,3,4,4,5,4
934,2,19,4,4,5,5,5,4,5,3,3,4,4,5,5,3,3,4,4
935,2,27,4,3,2,3,3,4,5,6,6,4,5,6,5,5,4,3,5
936,2,29,3,2,3,3,3,1,2,4,3,2,3,2,3,3,2,2,3
937,1,39,5,5,4,4,4,4,4,5,6,5,5,4,4,4,4,2,2
938,2,50,2,4,3,4,3,3,3,5,4,5,4,4,2,3,2,3,2
939,2,31,2,2,1,4,4,1,2,4,5,4,3,4,3,2,3,3,3
940,2,27,4,3,1,2,3,3,3,2,4,3,2,3,3,2,1,2,1
941,2,18,4,3,1,1,2,1,2,4,2,2,3,3,2,2,1,1,1
942,2,30,4,4,3,3,3,4,3,4,5,2,5,4,4,1,1,2,1
943,1,28,4,3,3,3,3,3,3,3,3,2,2,3,4,3,2,3,1
944,1,30,2,5,6,6,5,5,5,4,3,5,5,5,3,3,4,4,2
945,2,19,5,4,5,4,5,5,4,6,4,3,5,6,4,3,5,4,3
946,2,30,4,4,4,5,5,6,5,3,4,2,3,4,4,2,3,2,3
947,1,43,4,4,4,5,3,3,3,5,4,5,4,5,4,4,3,4,3
948,2,23,4,3,2,3,2,3,3,5,4,4,5,4,3,3,2,2,2
949,2,23,3,2,1,1,1,2,3,2,2,4,3,3,3,3,3,3,3
950,2,18,3,3,4,2,4,4,3,3,3,2,2,5,3,2,3,3,2
951,2,18,4,4,4,2,2,4,2,4,2,3,2,2,2,2,3,3,3
952,2,18,3,5,3,3,3,4,5,4,4,4,5,5,4,3,2,1,2
953,2,26,4,2,4,2,2,2,4,3,3,4,4,3,4,4,3,4,3
954,2,31,4,3,4,3,3,3,3,5,5,4,3,4,4,3,3,2,4
955,1,36,3,3,4,4,3,3,4,4,5,6,5,4,4,4,4,3,3
956,2,25,4,4,4,5,3,6,5,5,4,3,5,3,3,3,3,4,3
957,2,25,4,5,4,4,3,4,3,4,3,5,4,5,5,3,3,2,3
958,1,38,5,4,4,3,4,3,3,5,4,5,4,5,3,3,4,4,4
959,1,24,4,3,3,3,2,3,2,4,3,4,3,4,4,3,3,2,3
960,1,30,5,3,5,3,2,3,3,3,3,4,3,4,2,4,3,5,3
961,2,38,5,2,3,2,2,3,2,2,1,4,4,2,3,2,3,3,2
962,2,23,1,3,3,2,3,4,3,3,5,4,3,3,3,3,3,2,3
963,1,21,4,6,5,4,4,4,5,2,4,2,3,2,2,4,3,4,3
964,1,24,2,6,6,4,5,6,4,5,4,5,4,4,5,6,5,3,6
965,1,34,2,5,5,4,5,6,5,5,4,6,6,5,6,4,3,3,4
966,2,18,4,3,3,3,3,4,3,5,3,4,5,5,4,4,3,4,3
967,1,18,5,6,5,5,4,4,5,4,3,4,5,3,4,3,4,2,3
968,2,23,2,3,3,2,3,3,3,4,4,4,3,4,5,2,2,1,1
969,2,31,1,3,3,3,2,4,3,4,4,3,4,4,4,3,3,4,3
970,2,21,2,5,3,3,3,4,4,4,3,1,3,4,3,4,4,4,4
971,1,29,2,5,4,5,6,3,4,6,5,4,5,4,5,4,4,2,1
972,1,27,5,3,3,3,4,4,4,2,2,3,4,2,3,3,4,3,2
973,1,30,4,4,6,4,4,4,4,4,4,4,3,2,2,4,4,4,3
974,1,30,4,3,4,4,4,3,5,3,4,4,5,5,5,4,3,4,3
975,2,30,2,4,3,4,3,4,2,6,5,6,5,5,5,2,3,3,2
976,1,28,4,4,4,4,5,4,4,4,6,6,5,5,4,5,3,4,4
977,2,22,4,4,4,4,3,2,4,2,3,3,3,4,3,3,4,1,1
978,2,28,4,3,3,6,4,4,3,3,4,4,5,4,3,3,2,3,3
979,2,41,2,2,1,1,1,2,2,2,2,1,2,3,2,2,2,2,2
980,1,40,1,4,5,5,4,4,5,4,5,4,4,4,5,4,4,3,4
981,1,28,5,3,4,4,3,4,3,3,3,5,3,2,3,2,4,2,1
982,1,24,2,3,3,3,3,2,3,4,2,4,4,4,3,4,3,1,2
983,1,39,5,4,3,4,4,4,3,2,4,4,5,4,4,3,2,4,3
984,1,37,4,5,5,5,4,4,5,5,5,6,4,4,6,6,6,4,6
985,2,26,4,4,4,4,5,4,5,6,6,6,5,6,3,4,3,2,2
986,1,27,2,5,4,3,3,4,5,4,3,3,4,3,3,3,2,2,2
987,1,41,2,3,5,4,3,5,4,3,4,3,3,5,3,3,3,3,2
988,2,33,5,3,1,2,4,3,2,3,4,3,3,3,3,2,2,4,1
989,2,20,4,3,2,3,4,2,2,3,5,4,4,3,4,4,2,4,2
990,2,22,3,3,4,3,4,3,2,4,4,3,4,4,5,4,3,3,4
991,1,20,2,3,4,4,4,3,4,4,5,6,5,5,5,3,4,6,4
992,2,31,5,3,4,3,2,2,4,4,5,4,5,5,3,3,2,2,2
993,2,26,2,6,4,3,5,3,4,4,5,4,4,5,5,4,5,3,3
994,2,28,3,3,3,3,4,4,4,5,3,4,3,4,3,2,4,3,2
995,2,24,2,3,3,2,2,2,2,2,3,2,4,2,3,3,3,2,1
996,1,26,2,3,3,4,4,4,3,5,5,4,5,5,3,5,4,5,3
997,2,22,5,3,4,2,3,2,3,3,2,2,2,4,3,2,1,3,2
998,1,41,2,3,4,3,5,4,4,3,2,3,4,4,3,3,2,3,2
999,2,26,5,4,2,4,4,5,3,3,4,4,4,4,4,3,3,3,2
1000,1,34,4,4,5,4,3,3,3,5,5,5,4,5,6,4,4,3,4
1001,1,30,5,3,5,5,4,4,3,4,5,6,4,4,4,5,4,3,4
1002,2,26,4,4,4,3,4,5,4,4,4,4,4,4,4,4,2,3,4
1003,1,21,4,5,6,3,5,3,5,4,4,4,5,3,4,5,3,3,3
1004,2,25,4,5,5,5,6,4,4,4,4,5,5,4,4,3,4,4,4
1005,2,25,4,3,2,3,3,2,3,4,3,5,4,4,4,3,3,4,3
1006,2,30,5,3,2,2,2,3,2,4,3,4,4,4,2,2,2,1,1
1007,2,38,4,3,2,3,3,2,3,4,4,3,3,4,2,2,2,2,1
1008,2,26,4,2,1,1,2,1,1,4,2,3,3,3,3,3,2,3,4
1009,2,35,4,2,2,3,2,3,2,3,4,4,4,3,3,3,4,3,3
1010,1,37,4,3,5,5,5,4,3,3,3,5,4,3,3,4,4,4,3
1011,2,34,4,4,5,2,3,2,4,3,3,2,4,4,3,3,2,2,2
1012,2,29,3,1,3,1,2,1,2,4,4,3,4,3,4,2,3,3,3
1013,2,18,4,4,1,2,3,1,1,2,2,2,3,3,4,2,2,3,3
1014,1,26,4,4,3,3,5,2,3,3,4,4,3,4,4,3,2,3,3
1015,2,33,2,2,3,2,2,3,3,3,4,3,4,4,4,3,1,2,3
1016,2,35,4,4,2,4,4,4,3,4,2,2,2,3,4,3,2,1,2
1017,2,26,4,3,3,2,3,4,3,3,3,3,4,3,3,2,3,2,1
1018,1,30,5,2,4,2,2,3,3,3,3,3,4,2,4,3,3,3,2
1019,1,34,2,3,3,4,3,3,3,2,3,5,4,4,4,2,3,2,3
1020,2,34,4,2,2,2,4,4,3,5,4,4,4,3,4,3,3,3,2
1021,2,29,4,3,5,4,4,3,3,3,4,4,4,3,2,5,3,2,3
1022,1,27,5,5,3,4,4,3,3,4,4,5,3,4,4,4,3,2,3
1023,1,30,3,3,4,2,2,3,2,3,3,3,4,3,3,2,2,3,2
1024,2,34,5,2,1,2,2,2,1,2,2,2,2,3,4,2,2,3,3
1025,2,31,4,4,2,4,4,5,3,5,4,4,4,5,4,3,3,2,2
1026,2,19,4,3,4,4,3,4,5,3,4,2,3,2,3,2,2,3,2
1027,2,18,5,2,2,3,3,2,3,5,4,5,4,4,4,1,3,3,3
1028,1,25,4,4,5,3,5,4,6,4,5,5,4,5,4,4,4,4,3
1029,1,22,4,3,3,2,3,1,4,3,3,3,4,4,4,4,4,2,1
1030,2,36,4,1,1,2,2,2,3,5,3,3,3,3,3,2,3,3,2
1031,1,40,4,3,4,4,3,3,4,4,5,4,3,3,3,4,3,2,3
1032,2,27,5,2,1,2,2,2,3,3,4,3,4,5,5,1,1,3,2
1033,2,24,4,4,4,6,5,4,5,3,3,5,3,4,5,3,3,3,3
1034,1,41,2,5,3,4,4,3,3,3,3,3,5,4,3,2,2,2,2
1035,2,28,5,2,3,2,2,2,2,4,5,3,3,3,4,2,1,2,1
1036,1,28,3,5,3,4,5,3,3,4,5,4,6,4,4,2,3,3,2
1037,1,18,2,5,5,4,5,5,4,4,3,5,2,4,3,5,5,4,3
1038,2,25,4,3,4,3,3,3,4,4,2,3,4,2,3,3,4,2,2
1039,1,18,2,4,4,4,4,4,3,3,4,4,4,3,4,5,3,4,4
1040,1,30,2,4,4,3,5,4,5,4,5,4,4,4,4,4,5,2,3
1041,1,21,4,5,5,2,3,3,4,4,4,4,3,4,4,3,3,3,3
