id,gender,age,edu,hs1,hs2,hs3,hs4,hs5,hs6,bs1,bs2,bs3,bs4,bs5,bs6
869,2,23,3,1,2,1,1,1,2,3,3,3,4,4,2
870,2,29,2,2,3,2,3,2,3,3,2,2,3,3,2
871,1,18,4,4,3,2,3,3,4,3,3,5,2,3,4
872,1,32,5,4,5,5,5,5,3,6,5,6,6,6,5
873,1,28,4,3,5,4,4,5,2,4,4,4,6,4,5
874,1,21,4,5,4,5,6,6,5,6,6,6,5,5,6
875,2,34,5,2,4,4,4,5,4,4,5,3,4,4,3
876,2,30,4,2,2,2,2,4,3,3,3,2,2,3,4
877,1,26,4,5,5,4,4,3,3,3,2,3,3,5,4
878,1,22,4,3,2,3,3,3,3,3,3,3,2,4,3
879,2,20,2,2,2,3,3,3,3,3,4,4,4,3,3
880,2,18,5,3,2,3,2,2,3,5,5,4,6,3,5
881,2,23,4,5,5,4,2,5,5,3,4,3,4,5,5
882,1,33,2,2,3,3,3,4,4,4,4,6,6,6,4
883,1,21,4,4,5,5,4,3,3,4,3,5,3,5,5
884,1,43,4,5,5,5,4,5,5,3,5,4,3,4,4
885,1,31,2,5,4,5,5,4,5,1,4,3,2,4,3
886,2,27,4,2,2,4,4,4,4,4,4,3,6,4,3
887,2,27,2,3,1,2,2,3,3,4,3,4,4,4,2
888,2,28,4,3,5,5,3,4,4,4,3,4,4,4,4
889,2,29,2,3,3,6,3,3,3,4,4,6,5,5,5
890,1,34,3,3,2,3,2,2,3,3,3,2,1,2,4
891,1,49,2,3,5,5,5,3,5,3,3,4,4,3,4
892,1,30,5,2,2,4,3,4,3,5,4,6,5,6,5
893,1,30,4,6,6,5,5,5,4,5,4,4,4,4,3
894,1,29,4,3,5,3,3,6,4,3,4,3,3,3,4
895,2,32,4,5,4,4,3,3,4,3,2,1,3,3,2
896,1,40,2,5,5,6,5,4,4,4,4,5,5,4,4
897,1,36,2,3,2,3,3,3,3,3,4,3,3,3,3
898,1,30,2,2,3,4,4,4,4,4,3,4,4,4,4
899,1,19,2,1,3,2,4,4,3,4,3,3,2,3,4
900,1,26,2,2,2,3,3,2,3,3,4,4,3,3,2
901,1,19,4,3,4,5,4,4,4,5,5,3,3,4,5
902,1,29,5,5,4,5,6,5,4,3,2,4,5,3,4
903,2,29,4,1,2,1,1,1,1,3,3,2,2,2,1
904,2,26,4,3,2,2,3,3,3,2,1,4,2,2,2
905,2,22,4,3,4,4,2,5,3,4,5,3,4,2,3
906,2,18,5,2,2,2,3,2,2,2,2,2,3,2,2
907,1,46,5,5,5,4,4,5,3,5,6,5,5,5,6
908,2,18,4,4,5,3,4,4,3,5,5,3,3,3,4
909,1,34,4,5,5,5,4,4,4,5,4,5,5,6,6
910,2,24,2,2,3,4,2,3,2,4,3,3,4,2,1
911,2,21,4,3,3,3,3,3,3,4,1,3,3,2,2
912,2,37,2,3,3,5,3,3,3,5,5,6,6,5,5
913,1,24,4,4,5,5,4,4,5,6,6,6,4,4,5
914,1,27,5,4,6,6,5,2,5,6,4,5,6,6,5
915,1,41,2,4,4,3,4,5,3,4,4,4,4,4,4
916,2,32,5,5,4,3,3,5,5,3,3,2,3,1,4
917,1,26,4,5,5,4,5,4,3,2,5,3,4,2,4
918,2,23,2,3,3,3,2,3,3,3,3,3,4,2,3
919,1,34,5,4,4,5,3,4,4,5,6,6,4,6,5
920,1,18,2,4,2,2,5,2,3,4,4,3,3,3,3
921,1,35,4,3,4,4,4,4,4,4,5,4,6,5,3
922,2,26,4,3,1,2,3,3,2,3,2,3,4,3,4
923,2,36,2,4,4,3,5,5,3,5,4,4,4,4,5
924,2,25,4,2,2,2,4,3,4,4,4,3,4,3,4
925,1,19,4,5,4,5,5,4,6,5,5,6,5,5,5
926,1,33,2,5,5,4,6,4,6,5,5,4,3,4,4
927,2,35,3,4,4,4,5,4,6,5,5,4,5,5,5
928,2,21,4,1,4,3,3,4,3,5,4,4,5,4,3
929,2,37,4,3,3,3,4,2,4,5,4,3,4,4,3
930,1,33,4,4,5,4,5,4,3,5,4,3,6,4,5
931,2,26,4,4,3,2,5,3,4,4,3,2,3,3,2
932,2,26,5,3,5,3,5,4,3,4,4,5,4,3,3
933,1,18,4,6,4,5,5,5,4,4,3,5,5,4,3
934,2,19,4,4,5,5,5,4,5,3,3,4,4,5,5
935,2,27,4,3,2,3,3,4,5,6,6,4,5,6,5
936,2,29,3,2,3,3,3,1,2,4,3,2,3,2,3
937,1,39,5,5,4,4,4,4,4,5,6,5,5,4,4
938,2,50,2,4,3,4,3,3,3,5,4,5,4,4,2
939,2,31,2,2,1,4,4,1,2,4,5,4,3,4,3
940,2,27,4,3,1,2,3,3,3,2,4,3,2,3,3
941,2,18,4,3,1,1,2,1,2,4,2,2,3,3,2
942,2,30,4,4,3,3,3,4,3,4,5,2,5,4,4
943,1,28,4,3,3,3,3,3,3,3,3,2,2,3,4
944,1,30,2,5,6,6,5,5,5,4,3,5,5,5,3
945,2,19,5,4,5,4,5,5,4,6,4,3,5,6,4
946,2,30,4,4,4,5,5,6,5,3,4,2,3,4,4
947,1,43,4,4,4,5,3,3,3,5,4,5,4,5,4
948,2,23,4,3,2,3,2,3,3,5,4,4,5,4,3
949,2,23,3,2,1,1,1,2,3,2,2,4,3,3,3
950,2,18,3,3,4,2,4,4,3,3,3,2,2,5,3
951,2,18,4,4,4,2,2,4,2,4,2,3,2,2,2
952,2,18,3,5,3,3,3,4,5,4,4,4,5,5,4
953,2,26,4,2,4,2,2,2,4,3,3,4,4,3,4
954,2,31,4,3,4,3,3,3,3,5,5,4,3,4,4
955,1,36,3,3,4,4,3,3,4,4,5,6,5,4,4
956,2,25,4,4,4,5,3,6,5,5,4,3,5,3,3
957,2,25,4,5,4,4,3,4,3,4,3,5,4,5,5
958,1,38,5,4,4,3,4,3,3,5,4,5,4,5,3
959,1,24,4,3,3,3,2,3,2,4,3,4,3,4,4
960,1,30,5,3,5,3,2,3,3,3,3,4,3,4,2
961,2,38,5,2,3,2,2,3,2,2,1,4,4,2,3
962,2,23,1,3,3,2,3,4,3,3,5,4,3,3,3
963,1,21,4,6,5,4,4,4,5,2,4,2,3,2,2
964,1,24,2,6,6,4,5,6,4,5,4,5,4,4,5
965,1,34,2,5,5,4,5,6,5,5,4,6,6,5,6
966,2,18,4,3,3,3,3,4,3,5,3,4,5,5,4
967,1,18,5,6,5,5,4,4,5,4,3,4,5,3,4
968,2,23,2,3,3,2,3,3,3,4,4,4,3,4,5
969,2,31,1,3,3,3,2,4,3,4,4,3,4,4,4
970,2,21,2,5,3,3,3,4,4,4,3,1,3,4,3
971,1,29,2,5,4,5,6,3,4,6,5,4,5,4,5
972,1,27,5,3,3,3,4,4,4,2,2,3,4,2,3
973,1,30,4,4,6,4,4,4,4,4,4,4,3,2,2
974,1,30,4,3,4,4,4,3,5,3,4,4,5,5,5
975,2,30,2,4,3,4,3,4,2,6,5,6,5,5,5
976,1,28,4,4,4,4,5,4,4,4,6,6,5,5,4
977,2,22,4,4,4,4,3,2,4,2,3,3,3,4,3
978,2,28,4,3,3,6,4,4,3,3,4,4,5,4,3
979,2,41,2,2,1,1,1,2,2,2,2,1,2,3,2
980,1,40,1,4,5,5,4,4,5,4,5,4,4,4,5
981,1,28,5,3,4,4,3,4,3,3,3,5,3,2,3
982,1,24,2,3,3,3,3,2,3,4,2,4,4,4,3
983,1,39,5,4,3,4,4,4,3,2,4,4,5,4,4
984,1,37,4,5,5,5,4,4,5,5,5,6,4,4,6
985,2,26,4,4,4,4,5,4,5,6,6,6,5,6,3
986,1,27,2,5,4,3,3,4,5,4,3,3,4,3,3
987,1,41,2,3,5,4,3,5,4,3,4,3,3,5,3
988,2,33,5,3,1,2,4,3,2,3,4,3,3,3,3
989,2,20,4,3,2,3,4,2,2,3,5,4,4,3,4
990,2,22,3,3,4,3,4,3,2,4,4,3,4,4,5
991,1,20,2,3,4,4,4,3,4,4,5,6,5,5,5
992,2,31,5,3,4,3,2,2,4,4,5,4,5,5,3
993,2,26,2,6,4,3,5,3,4,4,5,4,4,5,5
994,2,28,3,3,3,3,4,4,4,5,3,4,3,4,3
995,2,24,2,3,3,2,2,2,2,2,3,2,4,2,3
996,1,26,2,3,3,4,4,4,3,5,5,4,5,5,3
997,2,22,5,3,4,2,3,2,3,3,2,2,2,4,3
998,1,41,2,3,4,3,5,4,4,3,2,3,4,4,3
999,2,26,5,4,2,4,4,5,3,3,4,4,4,4,4
1000,1,34,4,4,5,4,3,3,3,5,5,5,4,5,6
1001,1,30,5,3,5,5,4,4,3,4,5,6,4,4,4
1002,2,26,4,4,4,3,4,5,4,4,4,4,4,4,4
1003,1,21,4,5,6,3,5,3,5,4,4,4,5,3,4
1004,2,25,4,5,5,5,6,4,4,4,4,5,5,4,4
1005,2,25,4,3,2,3,3,2,3,4,3,5,4,4,4
1006,2,30,5,3,2,2,2,3,2,4,3,4,4,4,2
1007,2,38,4,3,2,3,3,2,3,4,4,3,3,4,2
1008,2,26,4,2,1,1,2,1,1,4,2,3,3,3,3
1009,2,35,4,2,2,3,2,3,2,3,4,4,4,3,3
1010,1,37,4,3,5,5,5,4,3,3,3,5,4,3,3
1011,2,34,4,4,5,2,3,2,4,3,3,2,4,4,3
1012,2,29,3,1,3,1,2,1,2,4,4,3,4,3,4
1013,2,18,4,4,1,2,3,1,1,2,2,2,3,3,4
1014,1,26,4,4,3,3,5,2,3,3,4,4,3,4,4
1015,2,33,2,2,3,2,2,3,3,3,4,3,4,4,4
1016,2,35,4,4,2,4,4,4,3,4,2,2,2,3,4
1017,2,26,4,3,3,2,3,4,3,3,3,3,4,3,3
1018,1,30,5,2,4,2,2,3,3,3,3,3,4,2,4
1019,1,34,2,3,3,4,3,3,3,2,3,5,4,4,4
1020,2,34,4,2,2,2,4,4,3,5,4,4,4,3,4
1021,2,29,4,3,5,4,4,3,3,3,4,4,4,3,2
1022,1,27,5,5,3,4,4,3,3,4,4,5,3,4,4
1023,1,30,3,3,4,2,2,3,2,3,3,3,4,3,3
1024,2,34,5,2,1,2,2,2,1,2,2,2,2,3,4
1025,2,31,4,4,2,4,4,5,3,5,4,4,4,5,4
1026,2,19,4,3,4,4,3,4,5,3,4,2,3,2,3
1027,2,18,5,2,2,3,3,2,3,5,4,5,4,4,4
1028,1,25,4,4,5,3,5,4,6,4,5,5,4,5,4
1029,1,22,4,3,3,2,3,1,4,3,3,3,4,4,4
1030,2,36,4,1,1,2,2,2,3,5,3,3,3,3,3
1031,1,40,4,3,4,4,3,3,4,4,5,4,3,3,3
1032,2,27,5,2,1,2,2,2,3,3,4,3,4,5,5
1033,2,24,4,4,4,6,5,4,5,3,3,5,3,4,5
1034,1,41,2,5,3,4,4,3,3,3,3,3,5,4,3
1035,2,28,5,2,3,2,2,2,2,4,5,3,3,3,4
1036,1,28,3,5,3,4,5,3,3,4,5,4,6,4,4
1037,1,18,2,5,5,4,5,5,4,4,3,5,2,4,3
1038,2,25,4,3,4,3,3,3,4,4,2,3,4,2,3
1039,1,18,2,4,4,4,4,4,3,3,4,4,4,3,4
1040,1,30,2,4,4,3,5,4,5,4,5,4,4,4,4
1041,1,21,4,5,5,2,3,3,4,4,4,4,3,4,4
1042,2,24,4,3,3,4,4,3,3,6,5,5,6,5,5
1043,1,45,2,3,5,3,4,3,3,3,3,4,2,4,2
1044,2,19,4,2,2,3,3,4,4,3,3,3,2,3,4
1045,1,32,5,2,3,3,2,2,1,2,4,3,3,3,3
1046,2,24,5,5,4,4,5,4,3,3,4,4,3,3,4
1047,1,32,3,3,4,3,2,3,3,3,3,3,3,3,3
1048,2,18,4,2,2,3,3,3,3,4,2,3,3,2,3
1049,1,35,4,3,3,4,4,4,4,4,5,4,3,4,4
1050,1,38,4,4,3,3,3,3,2,4,4,4,3,4,4
1051,2,19,4,5,5,5,4,5,5,4,4,5,5,4,4
1052,2,33,3,4,3,3,4,4,3,3,3,2,3,2,4
1053,2,32,2,4,3,3,2,4,2,2,4,2,6,4,3
1054,1,28,2,3,3,4,1,3,4,3,4,2,3,3,3
1055,2,33,2,3,2,3,3,3,4,4,3,4,3,5,5
1056,2,25,4,5,4,2,3,3,5,6,5,5,4,5,6
1057,1,20,4,4,3,5,4,4,3,3,3,4,3,3,3
1058,2,32,2,3,4,3,4,4,5,4,3,3,2,4,4
1059,2,37,3,2,2,2,2,2,4,4,4,4,4,4,3
1060,2,32,3,4,2,3,4,3,3,4,3,2,1,3,4
1061,2,30,4,3,3,3,3,4,2,4,3,3,3,3,3
1062,2,18,2,1,1,1,2,2,2,5,4,2,3,3,2
1063,2,24,2,4,3,3,2,5,3,2,3,3,3,3,3
1064,2,19,2,4,3,5,4,4,4,3,6,4,4,5,4
1065,2,36,2,2,4,3,3,2,3,4,4,3,3,3,4
1066,2,25,2,5,3,4,4,5,4,6,4,5,4,4,5
1067,2,30,4,3,3,2,3,3,4,5,3,3,5,4,3
1068,1,34,4,3,2,3,2,1,1,2,3,5,3,2,2
1069,2,18,4,3,3,3,1,3,3,3,4,4,4,4,4
1070,1,18,2,4,3,4,2,5,3,4,4,5,4,4,4
1071,1,25,3,5,5,5,5,5,4,5,4,6,6,5,5
1072,2,18,2,4,2,3,4,3,2,4,4,2,4,3,4
1073,1,24,3,4,3,3,3,4,4,4,4,6,4,3,5
1074,2,18,3,2,1,4,3,2,2,2,3,4,4,3,2
1075,2,22,3,3,2,3,4,4,2,2,2,4,3,4,3
1076,1,41,5,4,5,5,4,4,3,5,5,6,4,5,5
1077,1,33,4,3,4,4,4,4,3,4,6,6,5,4,4
1078,2,29,4,4,3,4,3,4,4,3,3,2,4,3,3
1079,1,25,1,5,5,4,4,4,5,4,3,5,4,5,4
1080,2,36,3,3,2,2,3,2,2,3,3,3,3,3,2
1081,2,31,2,2,2,2,3,4,3,3,3,2,3,4,3
1082,2,30,3,5,3,4,5,5,4,4,5,4,4,5,4
1083,2,28,2,2,4,3,4,4,4,3,4,3,3,4,2
1084,1,23,2,3,4,4,4,5,5,5,6,5,4,5,3
1085,1,32,4,5,4,4,6,3,4,5,6,5,6,6,5
1086,2,18,2,4,3,3,4,4,4,5,4,5,5,4,3
1087,2,28,4,4,3,2,4,4,3,5,3,4,5,5,4
1088,1,18,2,4,5,4,4,4,5,5,4,5,5,5,4
1089,2,24,4,5,4,5,5,4,5,4,4,3,4,4,3
1090,2,22,4,2,2,2,3,3,2,2,2,2,2,3,2
1091,2,41,4,2,2,3,2,3,2,3,3,4,4,3,3
1092,2,19,3,2,3,3,3,3,4,5,3,5,4,4,4
1093,2,25,4,2,2,4,3,3,3,3,4,4,4,4,5
1094,2,21,2,2,5,2,4,1,4,2,3,4,2,2,3
1095,2,26,3,2,3,4,4,2,2,3,5,3,5,5,4
1096,2,29,3,3,4,5,3,4,4,4,4,4,3,3,5
1097,1,37,4,3,4,4,2,2,3,5,6,4,5,5,5
1098,2,38,1,4,2,2,3,3,3,3,3,2,2,3,3
1099,1,18,4,2,2,4,2,4,2,3,4,3,5,3,4
1100,1,20,3,3,4,3,4,5,4,3,4,4,5,5,3
1101,2,30,4,5,5,4,4,3,4,3,3,3,3,3,4
1102,2,40,4,3,1,4,4,4,3,4,4,4,4,5,4
1103,2,24,2,2,4,2,2,3,3,4,3,5,4,4,4
1104,2,31,4,5,4,2,5,4,2,3,5,2,3,4,4
1105,1,22,5,6,6,6,5,4,5,4,4,5,3,3,5
1106,1,30,4,4,4,4,3,4,4,4,5,3,4,3,4
1107,2,32,4,4,2,3,3,2,3,2,2,3,2,3,3
1108,1,18,4,4,5,2,5,4,6,4,4,4,4,2,3
1109,2,18,5,3,3,2,3,3,5,3,4,4,4,3,2
1110,1,36,4,4,4,4,5,4,5,5,5,4,6,5,4
1111,1,18,5,6,5,5,5,6,5,5,5,6,5,3,5
1112,1,20,5,3,3,3,2,3,3,3,3,3,4,3,1
1113,1,24,3,5,4,5,5,3,4,6,5,4,4,5,5
1114,1,35,4,4,4,3,3,2,3,4,5,4,5,4,4
1115,1,18,2,3,2,3,3,2,3,4,4,5,4,5,4
1116,2,35,2,4,3,5,4,3,3,4,5,4,5,5,4
1117,2,31,2,2,2,3,4,3,2,3,4,3,4,3,5
1118,1,21,2,4,3,4,4,3,4,2,2,3,4,3,4
1119,1,42,4,6,4,4,4,4,3,4,4,5,3,3,4
1120,1,28,3,4,5,4,3,3,3,5,4,4,5,4,5
1121,2,22,3,4,2,3,3,4,2,5,4,4,5,5,4
1122,1,35,1,5,5,4,4,5,5,4,5,5,4,3,2
1123,1,20,2,5,4,2,4,3,4,5,5,5,4,4,6
1124,1,33,4,3,4,3,4,3,4,5,5,6,5,6,5
1125,2,36,5,3,2,3,3,2,3,4,3,3,4,4,2
1126,1,19,2,4,4,3,3,3,4,6,5,6,4,5,5
1127,2,31,3,2,2,3,3,4,3,3,5,4,3,4,4
1128,2,29,4,3,4,3,1,1,3,5,4,5,4,4,4
1129,2,20,4,4,3,4,2,4,4,4,5,4,4,4,5
1130,1,27,1,3,4,4,3,4,4,5,3,4,4,3,3
1131,2,27,4,2,2,3,2,1,3,3,4,4,2,4,3
1132,1,27,4,1,4,4,4,4,4,3,3,3,3,3,2
1133,2,18,3,5,4,2,5,4,5,6,5,5,6,6,5
1134,1,49,2,5,6,5,4,5,4,4,6,6,4,5,4
1135,2,24,4,4,3,3,4,3,3,5,5,5,6,5,5
1136,1,28,3,5,5,4,4,5,6,6,5,6,6,4,5
1137,2,30,3,3,4,4,2,3,2,4,3,2,3,1,2
1138,1,28,4,5,4,6,4,4,4,4,3,4,3,4,4
1139,1,26,4,1,3,2,3,2,3,4,5,4,2,3,4
1140,2,34,4,4,3,3,4,4,4,5,5,4,5,5,3
1141,1,35,2,3,4,5,3,3,3,5,3,5,5,4,4
1142,2,23,4,2,2,1,1,2,3,3,3,3,3,5,4
1143,2,23,4,6,5,5,5,6,4,5,5,4,6,5,5
1144,1,38,3,3,4,4,3,3,5,4,5,5,5,5,4
1145,2,34,2,3,3,3,5,4,4,3,3,4,1,4,4
1146,2,28,2,3,3,4,2,4,3,3,5,4,3,4,4
1147,2,32,4,4,4,4,4,3,4,3,5,3,4,4,4
1148,1,23,5,3,3,2,2,3,3,4,5,4,3,4,4
1149,1,35,4,4,3,4,4,3,3,5,3,4,4,5,5
1150,2,25,4,2,3,4,3,2,4,2,4,3,3,3,3
1151,1,32,4,3,5,4,5,4,3,4,5,5,4,4,3
1152,2,18,4,2,2,3,2,3,3,4,4,3,3,4,4
1153,1,25,4,3,3,3,3,3,3,4,3,4,3,4,5
1154,2,30,4,3,4,3,3,2,4,4,4,4,3,3,5
1155,1,29,5,2,4,3,4,4,3,3,3,4,3,3,3
1156,2,27,3,3,5,5,4,4,4,4,5,5,5,5,4
1157,1,26,4,4,3,3,4,3,3,6,4,6,3,4,6
1158,1,36,2,2,5,4,4,4,4,4,2,3,3,3,4
1159,1,39,4,4,5,4,4,4,4,3,3,4,4,4,4
1160,2,36,1,2,2,1,2,3,2,3,3,3,2,4,3
1161,1,24,3,6,5,5,5,6,6,6,2,5,3,4,4
1162,1,24,3,3,3,3,3,2,2,2,3,5,5,4,2
1163,2,23,3,3,4,3,4,2,3,5,4,4,4,4,4
1164,1,27,1,5,3,6,3,3,4,4,5,4,4,6,4
1165,2,28,4,2,2,2,4,3,3,4,3,5,3,3,2
1166,2,40,3,3,4,3,4,3,3,4,3,3,3,5,4
1167,2,31,4,3,2,2,2,2,1,1,1,1,2,3,3
1168,1,25,2,3,4,4,3,4,4,5,5,5,4,5,6
1169,2,27,2,4,4,3,3,4,3,2,1,2,2,3,4
1170,2,24,2,4,4,4,4,3,5,5,4,4,6,5,5
1171,2,19,2,3,4,2,3,3,4,4,6,4,4,5,4
1172,1,18,4,5,4,3,5,3,5,5,5,6,4,5,6
1173,2,35,2,4,2,4,4,4,3,3,4,4,3,2,3
1174,2,36,3,3,3,3,4,4,4,5,4,4,5,5,5
1175,1,29,5,6,5,5,3,5,5,3,5,4,3,4,3
1176,2,18,4,2,1,3,3,2,3,3,5,3,3,4,4
1177,1,31,1,5,6,4,5,5,4,3,3,5,4,5,5
1178,2,18,4,3,3,2,3,3,4,4,4,4,6,4,4
1179,2,25,2,2,2,4,2,3,2,3,3,5,3,2,2
1180,1,33,5,6,6,4,6,4,5,4,5,5,6,5,4
1181,1,26,3,4,4,4,4,4,4,4,5,5,4,3,5
1182,1,27,4,5,5,4,4,4,5,4,4,4,4,3,4
1183,1,33,4,5,5,4,6,5,5,5,4,4,5,3,5
1184,2,28,4,3,3,3,2,3,4,3,3,3,2,4,2
1185,1,31,4,4,5,5,3,4,3,3,4,5,4,4,4
1186,2,27,3,4,2,4,4,4,4,5,3,4,4,5,4
1187,1,27,4,4,4,4,4,4,5,3,3,5,5,4,3
1188,2,31,2,4,2,2,2,2,2,3,3,3,2,3,2
1189,1,35,3,6,4,6,5,5,4,5,5,4,4,3,4
1190,2,26,3,5,5,4,4,5,3,6,4,4,4,5,5
1191,2,30,2,4,3,2,3,2,3,5,4,5,5,5,5
1192,1,32,4,4,4,4,5,3,3,5,6,4,4,3,4
1193,1,35,3,4,3,4,5,4,5,4,4,5,5,5,4
1194,1,27,4,4,6,3,4,3,3,4,4,3,4,5,4
1195,1,18,2,3,3,4,4,4,3,4,3,3,2,4,4
1196,2,38,4,2,2,3,1,2,2,3,3,3,4,3,4
1197,2,32,2,5,3,5,3,4,4,5,5,4,5,5,5
1198,2,19,5,3,4,3,5,2,3,3,3,2,3,3,3
1199,2,26,2,4,5,3,5,4,4,4,5,3,3,4,4
1200,2,25,5,4,3,5,3,3,3,5,6,4,4,5,5
